Timestamp,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,What is 3+4?,Which image looks better?,Which image looks better?,Which image looks better?,How similar is the quality between the 2 images?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,Which image looks better?,What is 5 - 2?,Which image looks better?,Which image looks better?,Which image looks better?,How similar is the quality between the 2 images?,What is your Prolific ID?
9/6/2024 11:41:24,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,7,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0299
9/6/2024 11:41:28,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,3,Model 1,Model 2,Model 1,2,P0300
9/6/2024 11:41:29,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,1,P0301
9/6/2024 11:41:36,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 2,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,2,P0302
9/6/2024 11:41:42,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 2,1,P0303
9/6/2024 11:41:43,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 1,Model 1,Model 1,3,P0304
9/6/2024 11:41:44,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0305
9/6/2024 11:41:49,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0306
9/6/2024 11:41:56,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0307
9/6/2024 11:41:59,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,4,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0308
9/6/2024 11:42:18,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,3,P0309
9/6/2024 11:42:22,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,5,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,5,P0310
9/6/2024 11:42:25,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,3,Model 2,Model 2,Model 1,3,P0311
9/6/2024 11:42:30,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,2,P0312
9/6/2024 11:42:31,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,2,P0313
9/6/2024 11:42:31,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,3,P0314
9/6/2024 11:42:36,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 2,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,5,P0315
9/6/2024 11:42:36,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 2,2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,2,P0316
9/6/2024 11:42:38,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,3,P0317
9/6/2024 11:42:52,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0318
9/6/2024 11:43:00,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,5,P0319
9/6/2024 11:43:23,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,3,P0320
9/6/2024 11:43:25,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,3,P0321
9/6/2024 11:43:37,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0322
9/6/2024 11:43:39,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 1,2,P0323
9/6/2024 11:43:40,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0324
9/6/2024 11:43:40,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 2,Model 2,2,P0325
9/6/2024 11:43:51,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,2,P0326
9/6/2024 11:43:58,Model 2,Model 1,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0327
9/6/2024 11:43:58,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 1,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 2,3,P0328
9/6/2024 11:43:59,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,3,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0329
9/6/2024 11:44:00,Model 1,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,4,P0330
9/6/2024 11:44:04,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,4,P0294
9/6/2024 11:44:05,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0331
9/6/2024 11:44:09,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0332
9/6/2024 11:44:19,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0333
9/6/2024 11:44:21,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,3,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0334
9/6/2024 11:44:23,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0335
9/6/2024 11:44:24,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 2,2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0336
9/6/2024 11:44:25,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 2,3,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0337
9/6/2024 11:44:26,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 2,2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0338
9/6/2024 11:44:33,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 2,Model 2,2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,3,P0339
9/6/2024 11:44:36,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 2,Model 2,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,4,P0340
9/6/2024 11:44:39,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0341
9/6/2024 11:44:44,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 1,Model 2,Model 2,5,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,4,P0342
9/6/2024 11:44:47,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,3,P0343
9/6/2024 11:44:51,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,2,P0344
9/6/2024 11:44:55,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,4,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0345
9/6/2024 11:45:03,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0346
9/6/2024 11:45:03,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 2,5,P0347
9/6/2024 11:45:05,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,3,Model 1,Model 1,Model 1,3,P0348
9/6/2024 11:45:10,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 2,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,3,P0349
9/6/2024 11:45:25,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,3,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0350
9/6/2024 11:45:46,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0351
9/6/2024 11:45:47,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0352
9/6/2024 11:45:50,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,3,P0353
9/6/2024 11:46:03,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 2,4,P0354
9/6/2024 11:46:05,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,2,P0355
9/6/2024 11:46:13,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,7,Model 1,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,2,P0356
9/6/2024 11:46:14,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0357
9/6/2024 11:46:26,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,5,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 1,4,P0358
9/6/2024 11:46:26,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,3,P0359
9/6/2024 11:46:27,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,4,P0294
9/6/2024 11:46:38,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,3,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0360
9/6/2024 11:46:41,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,5,P0361
9/6/2024 11:46:47,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0362
9/6/2024 11:46:58,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0363
9/6/2024 11:47:03,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 2,2,P0364
9/6/2024 11:47:05,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 2,Model 2,5,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,5,P0365
9/6/2024 11:47:13,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,2,P0366
9/6/2024 11:47:20,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,2,P0367
9/6/2024 11:47:24,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 2,3,P0368
9/6/2024 11:47:30,Model 1,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 1,1,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,2,P0369
9/6/2024 11:47:33,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 1,Model 1,2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 2,Model 2,3,P0370
9/6/2024 11:47:50,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,3,Model 2,Model 1,Model 2,4,P0371
9/6/2024 11:47:53,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 2,5,P0372
9/6/2024 11:47:53,Model 1,Model 1,Model 1,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 1,4,P0373
9/6/2024 11:47:54,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 2,Model 1,4,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,3,Model 2,Model 2,Model 2,5,P0374
9/6/2024 11:48:06,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,7,Model 1,Model 1,Model 2,3,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 1,Model 2,3,P0375
9/6/2024 11:48:06,Model 2,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,7,Model 1,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 2,4,P0376
9/6/2024 11:48:06,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 1,Model 2,Model 2,4,P0377
9/6/2024 11:48:13,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 1,Model 1,7,Model 1,Model 2,Model 1,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,3,P0378
9/6/2024 11:48:20,Model 2,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,Model 1,Model 1,7,Model 2,Model 2,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0379
9/6/2024 11:48:20,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 2,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,4,P0380
9/6/2024 11:48:25,Model 2,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 1,2,Model 1,Model 1,Model 2,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 2,1,P0381
9/6/2024 11:48:27,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0382
9/6/2024 11:48:31,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 1,2,P0383
9/6/2024 11:48:34,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,7,Model 2,Model 2,Model 2,5,Model 1,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0384
9/6/2024 11:48:35,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,2,P0385
9/6/2024 11:48:39,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,3,Model 2,Model 2,Model 1,2,P0386
9/6/2024 11:48:47,Model 2,Model 1,Model 2,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 2,Model 1,3,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0387
9/6/2024 11:48:48,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 2,3,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,4,P0388
9/6/2024 11:48:52,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 2,4,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0389
9/6/2024 11:49:07,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 1,Model 1,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 2,4,P0390
9/6/2024 11:49:13,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 1,Model 1,Model 1,3,P0391
9/6/2024 11:49:15,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,3,Model 2,Model 2,Model 2,4,P0392
9/6/2024 11:49:27,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,4,P0393
9/6/2024 11:49:39,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,7,Model 2,Model 1,Model 1,4,Model 1,Model 2,Model 1,Model 2,Model 2,Model 2,3,Model 2,Model 1,Model 1,3,P0394
9/6/2024 11:49:42,Model 2,Model 2,Model 2,Model 1,Model 1,Model 2,Model 1,Model 2,Model 1,7,Model 2,Model 1,Model 2,2,Model 1,Model 1,Model 1,Model 2,Model 1,Model 2,3,Model 1,Model 2,Model 1,3,P0395
9/6/2024 11:49:51,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 2,7,Model 2,Model 1,Model 2,4,Model 2,Model 1,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 2,4,P0396
9/6/2024 11:49:54,Model 1,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 1,Model 2,4,Model 1,Model 1,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 2,Model 1,4,P0397
9/6/2024 11:49:56,Model 2,Model 1,Model 2,Model 1,Model 2,Model 1,Model 1,Model 2,Model 1,7,Model 1,Model 2,Model 2,1,Model 2,Model 2,Model 2,Model 1,Model 2,Model 2,3,Model 2,Model 2,Model 1,1,P0398
9/6/2024 11:50:09,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,Model 1,7,Model 2,Model 1,Model 2,4,Model 1,Model 2,Model 1,Model 1,Model 1,Model 2,3,Model 2,Model 1,Model 2,5,P0399
9/6/2024 11:50:44,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 2,Model 1,7,Model 2,Model 2,Model 1,2,Model 1,Model 2,Model 2,Model 2,Model 2,Model 2,3,Model 2,Model 2,Model 1,2,P0400
9/6/2024 11:51:16,Model 1,Model 2,Model 2,Model 2,Model 2,Model 1,Model 2,Model 1,Model 1,7,Model 2,Model 1,Model 1,3,Model 2,Model 2,Model 1,Model 1,Model 1,Model 1,3,Model 1,Model 1,Model 1,2,P0401
